mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_LightGbm__objective,param_LightGbm__n_jobs,param_LightGbm__n_estimators,param_LightGbm__learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
39.38788757324219,2.8183420885886474,3.166134786605835,0.1128629719780287,binary,7,100,0.17333333333333334,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 100, 'LightGbm__learning_rate': 0.17333333333333334}",0.8404002153937015,0.8390279490698119,0.8372561621706126,0.8380030919418437,0.8406899786335922,0.8390754682239971,0.0013284346543349158,5,0.8588464177458158,0.8593588507603985,0.8582037051512545,0.8591026342531072,0.8587651340130973,0.8588553483847348,0.00038665804941776427,0.36160085675915576,0.3561117914221915,0.349024643771934,0.3520123628793955,0.36275990972712757,0.3563018680402995,0.005313738657341702,5,0.4353856667241216,0.43743539879791427,0.43281481632648366,0.43641053276101804,0.43506053179086923,0.43542138928008134,0.001546632209334389,0.9182225745689776,0.9185494405864033,0.9173383053407658,0.9172107326808764,0.9186780324480154,0.9179998124126101,0.0006118712249502252,5,0.9351365249176605,0.9352362822548203,0.9351756729490162,0.9352891438309912,0.9349804090395626,0.9351636065984102,0.00010533917373476375
52.90964226722717,10.835847714407233,2.314811420440674,0.858266623500538,binary,7,100,0.01,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 100, 'LightGbm__learning_rate': 0.01}",0.779429901509493,0.7797078288662301,0.775278361618232,0.7760774027688513,0.7787968801570344,0.7778580684609319,0.0018220528262139245,9,0.7885084725153513,0.7880220954167644,0.7886517800533278,0.7887994302439703,0.788288836005489,0.7884541228469806,0.00027394411711816145,0.11771959938264687,0.11883130881798121,0.10111343969233755,0.10430960431892433,0.11518751395324855,0.11143226714088218,0.0072882113597851515,9,0.15403388367989934,0.15208837527087593,0.15460711383612968,0.15519771460315468,0.15315533763393463,0.15381648500479886,0.0010957764767251603,0.8609252539185344,0.8605920140958399,0.8570809610400653,0.8589990189988327,0.8596070564368254,0.8594408597432542,0.001365328728659935,9,0.8712228380728287,0.8716384900234699,0.8713145728723652,0.8715834599308858,0.8712671062203785,0.8714052934239855,0.00017131248354098727
35.710602331161496,4.4426359458459155,1.7185500621795655,0.4967717239902608,binary,7,75,0.3911111111111111,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 75, 'LightGbm__learning_rate': 0.3911111111111111}",0.8422241136722889,0.8417898521773871,0.8402091403359447,0.8401743994163525,0.8410547709625306,0.8410904555608439,0.000823590752439629,3,0.8641618246089441,0.8650086418788052,0.8662636684992661,0.8656730677366963,0.8654657888794316,0.8653145983206286,0.0007035040420566356,0.36889644992853843,0.36715940393582824,0.36083655652236324,0.36069759284294645,0.36421907905388906,0.36436181744848567,0.0032943630346118744,3,0.4566472943370208,0.460034563442017,0.4650546699617295,0.4626922668936295,0.4618631514583873,0.4612583892185568,0.0028140161894570407,0.9209874675684531,0.9201784625887818,0.9190329120010284,0.9192066799642035,0.9202864854354176,0.9199383990930089,0.0007259026248731837,3,0.9401409581034867,0.9404970083273314,0.9409521912904333,0.9407330211688617,0.9407206789895146,0.9406087715759256,0.0002746775562746742
54.08330359458923,1.0427528265537438,2.1674054622650147,0.6089299785015702,binary,7,100,0.11888888888888888,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 100, 'LightGbm__learning_rate': 0.11888888888888888}",0.8347895568795706,0.8343031840052806,0.8332262154979242,0.8328961767617988,0.8335331005610853,0.833749648245745,0.0006981569198031794,6,0.8505953776805023,0.8512207196643998,0.8510383282524298,0.8514595655610273,0.8509875106394066,0.851060300359553,0.00028533533563930097,0.33915822253334027,0.33721273102150473,0.3329048569595836,0.3315847020051239,0.33413239722113874,0.3349985879665909,0.002792627700300021,6,0.40238150621390234,0.404882874168361,0.40415330851497744,0.40583825776207805,0.40395003806143004,0.4042411969441497,0.0011413413511627765,0.913585768222897,0.9140074978495438,0.9124333164008086,0.9121351596630495,0.9133205498979513,0.9130964568498104,0.000704769758836077,6,0.9281301398134517,0.9289035803766645,0.9288480597333365,0.9285751702695616,0.9284906218779021,0.9285895144141832,0.00027802648178173957
56.57394504547119,2.7304956152384072,1.8508525848388673,0.43857571743568213,binary,7,100,0.06444444444444444,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 100, 'LightGbm__learning_rate': 0.06444444444444444}",0.8237940558286578,0.8228907919192621,0.8224391599645643,0.8224044190449721,0.8242048395782305,0.8231466459146132,0.0007288060564990211,7,0.8376238741672963,0.8377845523159366,0.8396084664356376,0.8378366641479281,0.8371649672566833,0.8380037048646963,0.0008365335945482267,0.2951762179979186,0.2915631623330813,0.2897566345006628,0.289617670821246,0.2968193530082358,0.2925865783221319,0.002915224247879514,7,0.35049549176967854,0.35113820436908816,0.3584338609029263,0.35134665169862656,0.34865986411346506,0.3520148145707569,0.0033461344034171653,0.904220405804793,0.9034311486383773,0.9026276822673739,0.9022347548541199,0.9038627214783578,0.9032753385273596,0.0007436031087046256,7,0.9172188095842755,0.9175666989235702,0.9180385099953952,0.9175763850188676,0.9171818996907303,0.9175164606425679,0.00030957310139527054
39.54786567687988,8.273181804137439,1.5937395572662354,0.6399694431702931,binary,7,75,0.01,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 75, 'LightGbm__learning_rate': 0.01}",0.7659156837881499,0.7676006183883688,0.7614688460803557,0.7636575240146607,0.7646742057081314,0.7646633755206832,0.0020694295506752053,10,0.7747075223429479,0.7755282836968134,0.7746163266369629,0.7754848571701538,0.7747094790599107,0.7750092937813576,0.00040764914176727045,0.06366272808950613,0.07040246654122151,0.045875377124153904,0.05463008892741328,0.058696815731479335,0.058653494981754296,0.008277718265141645,10,0.09883008257385884,0.1021131280140859,0.09846529974716711,0.10193942190613758,0.09883790944188742,0.10003716833662737,0.0016305965793519395,0.8467152587910857,0.8477199580585509,0.8422205143175906,0.8458492431949285,0.8452062297162727,0.8455422431503689,0.0018633067972530287,10,0.8569132863239162,0.857903898898889,0.8565990428214114,0.8578422316238118,0.8568725883139963,0.8572262095964049,0.0005394539977504926
49.344728565216066,3.2093446246708246,1.849898910522461,0.3720605792331687,binary,7,100,0.5,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 100, 'LightGbm__learning_rate': 0.5}",0.8453160555159895,0.8448296826416996,0.8437353436745471,0.8473831402317219,0.8457970712387305,0.8454122559867706,0.0011994326538901708,1,0.882201203783319,0.8834779436671096,0.8820926374666701,0.8840207752503539,0.8822803939620282,0.8828145908258962,0.0007845692402861908,0.38126421739663496,0.3793187258847994,0.37494136998316985,0.3895325563219354,0.3831882803017894,0.38164901928259715,0.004797730651730843,1,0.5288048115788372,0.5339117711525238,0.5283705463089661,0.5360830975018804,0.5291215722961253,0.5312583597676666,0.003138276984809726,0.9242916634269608,0.9225250367500384,0.9216144358972211,0.9234274835736199,0.9236356561541815,0.9230988514305863,0.0009329235600439876,1,0.952467959996685,0.953094959583646,0.9527327617474034,0.9535930077654027,0.9525834518334891,0.9528944281853253,0.0004081528429123994
42.62336378097534,4.1178246628413255,1.54427227973938,0.395720848941769,binary,7,75,0.06444444444444444,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 75, 'LightGbm__learning_rate': 0.06444444444444444}",0.8168285014504334,0.8173496152443155,0.8152999009883791,0.8151609373100106,0.8183681623152154,0.816601411185959,0.0012248776524717946,8,0.830215308719178,0.8303759868678183,0.8317222091942642,0.8304324413524757,0.829730410463965,0.8304952713195402,0.0006613537812107723,0.2673140002748473,0.2693984554660994,0.26119959838050744,0.26064374366284027,0.27347264378005076,0.26640563921002147,0.004899510646735815,8,0.3208612297536606,0.3215039423530701,0.32688883169947447,0.3217297602934034,0.3189216367182668,0.3219810801635751,0.0026454151447780324,0.8982212079362979,0.8974702117054651,0.8963321102989499,0.8964580379112006,0.897995072156984,0.8972953231397947,0.000775413020565337,8,0.9104642815901264,0.9109072357862525,0.9115422080486129,0.911069933054433,0.9104860442124065,0.9108939405383664,0.00040059633515627965
42.945603656768796,5.116040872128511,1.3958681106567383,0.49436740591863315,binary,7,75,0.5,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 75, 'LightGbm__learning_rate': 0.5}",0.8408865882679915,0.8385415761955219,0.8385242057357258,0.8419114453959596,0.840620494380461,0.8400968583568126,0.001347797209631296,4,0.8687910923508516,0.8694294622927469,0.8694772314720725,0.8710536143898139,0.8695999583108965,0.8696702717632764,0.0007465642635885539,0.3635463482709911,0.3541662999103561,0.35409681807064775,0.3676457768137872,0.36248197271250626,0.36038742860237993,0.00539118887916676,4,0.4751643654443334,0.47771784523117666,0.4779089219499202,0.4842144536684515,0.47839982930898817,0.478681083120574,0.0029862570768796545,0.9194660760967369,0.917874427935287,0.9173740968944936,0.9188658618186005,0.919799434215409,0.9186759715860804,0.0009230197618213173,4,0.943088601259223,0.9434616400934062,0.9435379946976374,0.9444717079878251,0.9433784716029909,0.9435876831282165,0.00046748431276543486
42.11454167366028,4.379895549995844,1.9172082901000977,0.6683330436194277,binary,7,100,0.2822222222222222,"{'LightGbm__objective': 'binary', 'LightGbm__n_jobs': 7, 'LightGbm__n_estimators': 100, 'LightGbm__learning_rate': 0.2822222222222222}",0.8448123121819034,0.8441348642498567,0.8441348642498567,0.8448470531014955,0.8443552729862595,0.8444568740598173,0.00031504997902103744,2,0.8693512945447597,0.8695771124833893,0.8699722938759912,0.8703283913945995,0.8688313154649203,0.8696120815527321,0.0005141363808560183,0.3792492440450911,0.37653945229646313,0.37653945229646324,0.379388207724508,0.3774210872483985,0.37782749154595663,0.0012601999256114291,2,0.47740517423686935,0.47830844599820166,0.47988917158053335,0.48131356166571115,0.4753252579018912,0.4784483222766413,0.002056545538916519,0.9230122218928989,0.9236511412574117,0.9224337963491901,0.9229235462214949,0.9231633969075006,0.9230368196462171,0.00039255334845782566,2,0.9432415156496049,0.9436778862971884,0.9439155425553736,0.9436470535648641,0.9431135615284519,0.9435191119190967,0.0002967377378854448
